date,store_id,product_id,category,region,inventory_level,incoming_order_qty,backorder_qty,inventory_position,pack_size,minimum_order_qty,demand_qty,point_forecast,p90_target_stock,recommended_target_stock,p90_order_qty,p95_order_qty_unconstrained,recommended_order_qty,order_constraint_applied,inventory_status,order_priority,excess_priority,excess_inventory,shortage_to_target,promotion_flag,discount_pct,price,management_action
2023-11-11,S004,P0019,Clothing,West,188,0.0,0.0,188.0,1,0,146,135.82116306637045,138.24784598434078,143.92271802014506,0,0,0,False,적정 재고,해당 없음,해당 없음,44.077281979854945,0.0,0,5,66.65,정상 유지
2023-11-11,S004,P0020,Furniture,West,0,0.0,0.0,0.0,1,0,87,88.12389306558984,92.43588602590835,101.22281613205024,93,102,102,False,발주 필요,긴급,해당 없음,0.0,101.22281613205024,0,10,123.29,긴급 발주
2023-11-11,S005,P0001,Groceries,North,64,0.0,0.0,64.0,1,0,112,110.58787699844619,127.40343565101783,148.91665594142296,64,85,85,False,발주 필요,긴급,해당 없음,0.0,84.91665594142296,0,10,11.3,긴급 발주
2023-11-11,S005,P0002,Electronics,North,421,0.0,0.0,421.0,1,0,131,125.55905303104589,138.0019184704301,155.6940191258836,0,0,0,False,과잉재고,해당 없음,높음,265.30598087411636,0.0,1,15,39.49,과잉재고 관리
2023-11-11,S005,P0003,Toys,North,179,0.0,0.0,179.0,1,0,124,119.68698723130068,135.39682020844438,157.66352191524527,0,0,0,False,적정 재고,해당 없음,해당 없음,21.33647808475473,0.0,1,15,28.23,정상 유지
2023-11-11,S005,P0004,Groceries,North,199,0.0,0.0,199.0,1,0,146,133.41495486490376,151.5405501854482,180.81415585230965,0,0,0,False,적정 재고,해당 없음,해당 없음,18.185844147690347,0.0,1,20,7.14,정상 유지
2023-11-11,S005,P0005,Groceries,North,342,0.0,0.0,342.0,1,0,42,44.86750309495338,79.68902213705061,139.42423086246976,0,0,0,False,과잉재고,해당 없음,높음,202.57576913753024,0.0,0,10,12.63,과잉재고 관리
2023-11-11,S005,P0006,Groceries,North,691,0.0,0.0,691.0,1,0,112,108.20438627479449,119.71497494874792,125.88852948190099,0,0,0,False,과잉재고,해당 없음,심각,565.111470518099,0.0,0,10,56.15,과잉재고 긴급 관리
2023-11-11,S005,P0007,Groceries,North,144,0.0,0.0,144.0,1,0,139,136.89035883782407,136.63458365073586,142.98667263817217,0,0,0,False,적정 재고,해당 없음,해당 없음,1.0133273618278338,0.0,0,10,88.41,정상 유지
2023-11-11,S005,P0008,Groceries,North,212,0.0,0.0,212.0,1,0,67,67.68582323429104,91.90789927157255,117.65338384565942,0,0,0,False,과잉재고,해당 없음,주의,94.34661615434058,0.0,0,10,53.33,과잉재고 주의
2023-11-11,S005,P0009,Groceries,North,98,0.0,0.0,98.0,1,0,87,87.25133264047103,107.80733642716139,128.47913767698077,10,31,31,False,발주 필요,보통,해당 없음,0.0,30.47913767698077,0,0,92.45,발주 검토
2023-11-11,S005,P0010,Groceries,North,511,0.0,0.0,511.0,1,0,92,93.92440622573422,111.46928779538324,125.47140851367321,0,0,0,False,과잉재고,해당 없음,심각,385.5285914863268,0.0,0,5,58.65,과잉재고 긴급 관리
2023-11-11,S005,P0011,Electronics,North,549,0.0,0.0,549.0,1,0,73,78.26246402843685,104.32706275951035,136.01457141737262,0,0,0,False,과잉재고,해당 없음,심각,412.9854285826274,0.0,1,10,70.53,과잉재고 긴급 관리
2023-11-11,S005,P0012,Furniture,North,302,0.0,0.0,302.0,1,0,73,71.53977471729293,77.93723030771194,87.06429388562275,0,0,0,False,과잉재고,해당 없음,심각,214.93570611437724,0.0,0,10,122.03,과잉재고 긴급 관리
2023-11-11,S005,P0013,Groceries,North,37,0.0,0.0,37.0,1,0,140,137.87904084940965,147.22834930699247,152.58009783622535,111,116,116,False,발주 필요,긴급,해당 없음,0.0,115.58009783622535,0,10,80.26,긴급 발주
2023-11-11,S005,P0014,Furniture,North,50,0.0,0.0,50.0,1,0,112,110.5908815615843,117.74353338572348,125.67277684333247,68,76,76,False,발주 필요,긴급,해당 없음,0.0,75.67277684333247,1,20,158.13,긴급 발주
2023-11-11,S005,P0015,Groceries,North,191,0.0,0.0,191.0,1,0,126,127.67030666455611,158.73733030142614,171.86270384346975,0,0,0,False,적정 재고,해당 없음,해당 없음,19.137296156530255,0.0,1,15,49.02,정상 유지
2023-11-11,S005,P0016,Toys,North,216,0.0,0.0,216.0,1,0,112,104.33156814199926,109.73710400687439,125.89514346405804,0,0,0,False,과잉재고,해당 없음,주의,90.10485653594196,0.0,0,10,35.04,과잉재고 주의
2023-11-11,S005,P0017,Toys,North,168,0.0,0.0,168.0,1,0,72,75.9845963444081,93.54711604459392,119.97380274269919,0,0,0,False,적정 재고,해당 없음,해당 없음,48.02619725730081,0.0,0,0,36.54,정상 유지
2023-11-11,S005,P0018,Clothing,North,141,0.0,0.0,141.0,1,0,159,156.26561704882724,160.82417583328612,162.8716792961302,20,22,22,False,발주 필요,보통,해당 없음,0.0,21.871679296130196,0,0,26.42,발주 검토
2023-11-11,S005,P0019,Furniture,North,19,0.0,0.0,19.0,1,0,51,49.493130092872974,58.79123908160362,82.09903546582919,40,64,64,False,발주 필요,긴급,해당 없음,0.0,63.09903546582919,0,5,121.2,긴급 발주
2023-11-11,S005,P0020,Toys,North,108,0.0,0.0,108.0,1,0,83,82.92253774927809,93.46666166087364,119.94259926563426,0,12,12,False,발주 필요,보통,해당 없음,0.0,11.942599265634257,0,5,29.68,발주 검토
2023-11-12,S001,P0001,Electronics,North,308,0.0,0.0,308.0,1,0,95,97.52590049473103,124.23363660814239,141.88985118850303,0,0,0,False,과잉재고,해당 없음,높음,166.11014881149697,0.0,1,15,64.26,과잉재고 관리
2023-11-12,S001,P0002,Clothing,North,103,0.0,0.0,103.0,1,0,157,154.30139720461966,155.83617964639228,169.81665442799823,53,67,67,False,발주 필요,높음,해당 없음,0.0,66.81665442799823,1,10,70.87,우선 발주
2023-11-12,S001,P0003,Clothing,North,1242,0.0,0.0,1242.0,1,0,138,135.87948744774857,150.6565737268561,166.9119327674597,0,0,0,False,과잉재고,해당 없음,심각,1075.0880672325402,0.0,1,25,49.68,과잉재고 긴급 관리
2023-11-12,S001,P0004,Electronics,North,167,0.0,0.0,167.0,1,0,108,102.57247856131654,112.49108460197876,119.89962354351309,0,0,0,False,적정 재고,해당 없음,해당 없음,47.10037645648691,0.0,0,5,107.04,정상 유지
2023-11-12,S001,P0005,Groceries,North,592,0.0,0.0,592.0,1,0,135,131.72136327367525,138.3924967150821,144.36166655295563,0,0,0,False,과잉재고,해당 없음,심각,447.6383334470444,0.0,0,5,66.45,과잉재고 긴급 관리
2023-11-12,S001,P0006,Toys,North,415,0.0,0.0,415.0,1,0,77,79.38930312195669,114.45229522716069,153.41040913507953,0,0,0,False,과잉재고,해당 없음,높음,261.58959086492047,0.0,1,25,28.98,과잉재고 관리
2023-11-12,S001,P0007,Groceries,North,1034,0.0,0.0,1034.0,1,0,92,92.22339214143935,110.93181531248918,142.93267086306918,0,0,0,False,과잉재고,해당 없음,심각,891.0673291369308,0.0,0,10,21.92,과잉재고 긴급 관리
2023-11-12,S001,P0008,Electronics,North,152,0.0,0.0,152.0,1,0,129,126.22016577237945,147.24010231980924,160.31388735929275,0,9,9,False,발주 필요,보통,해당 없음,0.0,8.31388735929275,1,15,44.74,발주 검토
2023-11-12,S001,P0009,Clothing,North,178,0.0,0.0,178.0,1,0,150,151.09378294866636,150.9531995945457,158.84505189306964,0,0,0,False,적정 재고,해당 없음,해당 없음,19.154948106930362,0.0,0,0,105.42,정상 유지
2023-11-12,S001,P0010,Furniture,North,827,0.0,0.0,827.0,1,0,92,90.12840882218086,96.09319578703993,107.84658704888538,0,0,0,False,과잉재고,해당 없음,심각,719.1534129511147,0.0,1,15,115.92,과잉재고 긴급 관리
2023-11-12,S001,P0011,Furniture,North,101,0.0,0.0,101.0,1,0,74,76.4687351973543,77.2265925890206,88.67773237222832,0,0,0,False,적정 재고,해당 없음,해당 없음,12.32226762777168,0.0,0,0,161.82,정상 유지
2023-11-12,S001,P0012,Groceries,North,267,0.0,0.0,267.0,1,0,130,121.36017321547332,124.94227237550527,141.25513781626844,0,0,0,False,과잉재고,해당 없음,주의,125.74486218373156,0.0,0,5,86.84,과잉재고 주의
2023-11-12,S001,P0013,Toys,North,81,0.0,0.0,81.0,1,0,49,47.002462833637466,73.02868958165934,108.79047714897818,0,28,28,False,발주 필요,높음,해당 없음,0.0,27.790477148978184,0,5,26.76,우선 발주
2023-11-12,S001,P0014,Groceries,North,23,0.0,0.0,23.0,1,0,112,114.6158251281982,135.5029257227124,165.53029891936163,113,143,143,False,발주 필요,긴급,해당 없음,0.0,142.53029891936163,1,25,60.09,긴급 발주
2023-11-12,S001,P0015,Toys,North,123,0.0,0.0,123.0,1,0,104,98.87288384863609,109.15925515950079,119.41173813222875,0,0,0,False,적정 재고,해당 없음,해당 없음,3.5882618677712514,0.0,0,0,16.56,정상 유지
2023-11-12,S001,P0016,Groceries,North,472,0.0,0.0,472.0,1,0,133,137.5774018383574,164.22448930897156,182.47981497079175,0,0,0,False,과잉재고,해당 없음,높음,289.5201850292083,0.0,1,15,38.77,과잉재고 관리
2023-11-12,S001,P0017,Toys,North,90,0.0,0.0,90.0,1,0,93,92.0322561809402,102.73851806762343,114.65378840430756,13,25,25,False,발주 필요,보통,해당 없음,0.0,24.653788404307562,0,0,23.8,발주 검토
2023-11-12,S001,P0018,Groceries,North,124,0.0,0.0,124.0,1,0,150,148.36943220030005,162.51349323577003,174.5131182738581,39,51,51,False,발주 필요,높음,해당 없음,0.0,50.51311827385811,1,20,60.02,우선 발주
2023-11-12,S001,P0019,Furniture,North,110,0.0,0.0,110.0,1,0,71,71.32512007836976,79.66044728624937,89.33681748939526,0,0,0,False,적정 재고,해당 없음,해당 없음,20.66318251060474,0.0,0,10,105.43,정상 유지
2023-11-12,S001,P0020,Furniture,North,242,0.0,0.0,242.0,1,0,58,62.46656829921473,66.42462282353041,82.1499086312177,0,0,0,False,과잉재고,해당 없음,높음,159.8500913687823,0.0,0,0,118.19,과잉재고 관리
2023-11-12,S002,P0001,Groceries,South,397,0.0,0.0,397.0,1,0,213,213.6606592794735,230.85225694691385,244.4063819906765,0,0,0,False,과잉재고,해당 없음,주의,152.5936180093235,0.0,1,10,106.06,과잉재고 주의
2023-11-12,S002,P0002,Toys,South,316,0.0,0.0,316.0,1,0,133,139.6588936563861,171.70077116340272,205.60483405345843,0,0,0,False,과잉재고,해당 없음,주의,110.39516594654157,0.0,1,25,29.43,과잉재고 주의
2023-11-12,S002,P0003,Groceries,South,546,0.0,0.0,546.0,1,0,140,144.69621017209238,166.18723202487672,184.0481049570013,0,0,0,False,과잉재고,해당 없음,높음,361.9518950429987,0.0,1,10,83.02,과잉재고 관리
2023-11-12,S002,P0004,Groceries,South,194,0.0,0.0,194.0,1,0,98,100.75055017244236,138.19564420027697,157.30754829073416,0,0,0,False,적정 재고,해당 없음,해당 없음,36.69245170926584,0.0,0,0,42.15,정상 유지
2023-11-12,S002,P0005,Electronics,South,249,0.0,0.0,249.0,1,0,158,157.54371071535402,159.61726618029508,163.55751309722933,0,0,0,False,과잉재고,해당 없음,주의,85.44248690277067,0.0,0,5,106.51,과잉재고 주의
2023-11-12,S002,P0006,Clothing,South,173,0.0,0.0,173.0,1,0,194,192.4266544740887,196.53368723096668,212.81139255178695,24,40,40,False,발주 필요,보통,해당 없음,0.0,39.81139255178695,1,10,82.53,발주 검토
2023-11-12,S002,P0007,Toys,South,985,0.0,0.0,985.0,1,0,132,134.15419691535604,142.06995759332438,150.9619120227883,0,0,0,False,과잉재고,해당 없음,심각,834.0380879772117,0.0,0,0,33.71,과잉재고 긴급 관리
2023-11-12,S002,P0008,Groceries,South,108,0.0,0.0,108.0,1,0,157,160.19665139232242,182.22522427816654,217.96855197254294,75,110,110,False,발주 필요,긴급,해당 없음,0.0,109.96855197254294,1,20,25.99,긴급 발주
2023-11-12,S002,P0009,Groceries,South,233,0.0,0.0,233.0,1,0,66,66.16042234048776,107.05699720779064,141.68156692010547,0,0,0,False,과잉재고,해당 없음,주의,91.31843307989453,0.0,0,10,52.87,과잉재고 주의
2023-11-12,S002,P0010,Groceries,South,158,0.0,0.0,158.0,1,0,173,171.11633466031782,199.6909984325409,224.76455309109426,42,67,67,False,발주 필요,높음,해당 없음,0.0,66.76455309109426,1,25,83.06,우선 발주
2023-11-12,S002,P0011,Groceries,South,219,0.0,0.0,219.0,1,0,150,152.98682666447576,165.9294299900206,173.3727748691424,0,0,0,False,적정 재고,해당 없음,해당 없음,45.627225130857596,0.0,0,10,105.72,정상 유지
2023-11-12,S002,P0012,Electronics,South,292,0.0,0.0,292.0,1,0,140,135.59540055637166,135.7126786609924,138.06169289217146,0,0,0,False,과잉재고,해당 없음,높음,153.93830710782854,0.0,0,5,75.13,과잉재고 관리
2023-11-12,S002,P0013,Groceries,South,290,0.0,0.0,290.0,1,0,157,158.02386275237345,169.38703497258174,184.97335154403535,0,0,0,False,과잉재고,해당 없음,주의,105.02664845596465,0.0,0,0,27.88,과잉재고 주의
2023-11-12,S002,P0014,Electronics,South,843,0.0,0.0,843.0,1,0,86,91.57825701847182,100.83047466296456,148.6581876964768,0,0,0,False,과잉재고,해당 없음,심각,694.3418123035232,0.0,1,20,101.99,과잉재고 긴급 관리
2023-11-12,S002,P0015,Clothing,South,138,0.0,0.0,138.0,1,0,118,113.6207284353872,121.49028809181152,130.59626732529156,0,0,0,False,적정 재고,해당 없음,해당 없음,7.403732674708436,0.0,0,10,66.38,정상 유지
2023-11-12,S002,P0016,Clothing,South,254,0.0,0.0,254.0,1,0,142,143.49437118557285,157.739800241467,179.21897451135382,0,0,0,False,적정 재고,해당 없음,해당 없음,74.78102548864618,0.0,1,10,97.07,정상 유지
2023-11-12,S002,P0017,Toys,South,341,0.0,0.0,341.0,1,0,98,99.27361966004221,108.43560544818305,135.51590123223536,0,0,0,False,과잉재고,해당 없음,높음,205.48409876776464,0.0,0,10,19.07,과잉재고 관리
2023-11-12,S002,P0018,Clothing,South,164,0.0,0.0,164.0,1,0,108,110.61675952462966,140.20392981889384,174.04844626106183,0,11,11,False,발주 필요,보통,해당 없음,0.0,10.048446261061827,1,20,24.39,발주 검토
2023-11-12,S002,P0019,Clothing,South,629,0.0,0.0,629.0,1,0,81,84.57052621436577,95.6507567407608,123.35069594609804,0,0,0,False,과잉재고,해당 없음,심각,505.649304053902,0.0,0,0,87.78,과잉재고 긴급 관리
2023-11-12,S002,P0020,Furniture,South,109,0.0,0.0,109.0,1,0,28,25.376057402313634,34.14714397228404,66.29834951238126,0,0,0,False,과잉재고,해당 없음,주의,42.701650487618735,0.0,0,10,97.18,과잉재고 주의
2023-11-12,S003,P0001,Toys,East,202,0.0,0.0,202.0,1,0,150,146.34179907211802,164.13708908568086,178.9358292287509,0,0,0,False,적정 재고,해당 없음,해당 없음,23.06417077124911,0.0,1,15,16.91,정상 유지
2023-11-12,S003,P0002,Groceries,East,417,0.0,0.0,417.0,1,0,212,213.15658326000653,218.5722880979918,232.3346453142114,0,0,0,False,과잉재고,해당 없음,주의,184.6653546857886,0.0,1,15,69.29,과잉재고 주의
2023-11-12,S003,P0003,Electronics,East,223,0.0,0.0,223.0,1,0,100,102.0139236836681,123.12234698724795,177.7895972296286,0,0,0,False,적정 재고,해당 없음,해당 없음,45.21040277037139,0.0,1,20,72.78,정상 유지
2023-11-12,S003,P0004,Groceries,East,11,0.0,0.0,11.0,1,0,131,132.22294628268764,148.3963171847784,174.6244121887746,138,164,164,False,발주 필요,긴급,해당 없음,0.0,163.6244121887746,0,10,23.07,긴급 발주
2023-11-12,S003,P0005,Toys,East,213,0.0,0.0,213.0,1,0,41,46.17660214191603,82.09571682273278,125.18338544905288,0,0,0,False,과잉재고,해당 없음,주의,87.81661455094712,0.0,0,10,16.76,과잉재고 주의
2023-11-12,S003,P0006,Toys,East,129,0.0,0.0,129.0,1,0,116,120.00824572611019,160.97424241541808,195.35777673538672,32,67,67,False,발주 필요,높음,해당 없음,0.0,66.35777673538672,1,25,33.1,우선 발주
2023-11-12,S003,P0007,Groceries,East,764,0.0,0.0,764.0,1,0,167,160.1810970035051,163.12633391451078,175.5883159488412,0,0,0,False,과잉재고,해당 없음,심각,588.4116840511588,0.0,0,10,18.0,과잉재고 긴급 관리
2023-11-12,S003,P0008,Clothing,East,85,0.0,0.0,85.0,1,0,160,163.12940770372938,169.42389731238796,199.4253102685317,85,115,115,False,발주 필요,긴급,해당 없음,0.0,114.42531026853169,1,15,119.51,긴급 발주
2023-11-12,S003,P0009,Groceries,East,207,0.0,0.0,207.0,1,0,101,100.37647386909997,127.31136289908405,140.81979555669324,0,0,0,False,적정 재고,해당 없음,해당 없음,66.18020444330676,0.0,0,10,49.24,정상 유지
2023-11-12,S003,P0010,Groceries,East,206,0.0,0.0,206.0,1,0,130,141.53467857464025,188.11007223035756,229.92186710157512,0,24,24,False,발주 필요,보통,해당 없음,0.0,23.921867101575117,1,15,36.83,발주 검토
2023-11-12,S003,P0011,Electronics,East,305,0.0,0.0,305.0,1,0,48,41.965862469202406,53.818935277880556,103.72647154327403,0,0,0,False,과잉재고,해당 없음,높음,201.27352845672596,0.0,0,5,104.14,과잉재고 관리
2023-11-12,S003,P0012,Furniture,East,102,0.0,0.0,102.0,1,0,71,69.96808726761547,72.7961393287865,87.73400893989304,0,0,0,False,적정 재고,해당 없음,해당 없음,14.265991060106956,0.0,0,5,92.64,정상 유지
2023-11-12,S003,P0013,Groceries,East,520,0.0,0.0,520.0,1,0,94,94.34419588079203,122.070299889776,148.99524789328018,0,0,0,False,과잉재고,해당 없음,심각,371.0047521067198,0.0,0,5,71.83,과잉재고 긴급 관리
2023-11-12,S003,P0014,Groceries,East,469,0.0,0.0,469.0,1,0,192,194.8801949595474,201.65622924974898,234.3956237842417,0,0,0,False,과잉재고,해당 없음,높음,234.6043762157583,0.0,1,25,98.43,과잉재고 관리
2023-11-12,S003,P0015,Groceries,East,214,0.0,0.0,214.0,1,0,117,119.9155938889018,138.99384717202813,158.2265491667883,0,0,0,False,적정 재고,해당 없음,해당 없음,55.77345083321171,0.0,0,10,98.6,정상 유지
2023-11-12,S003,P0016,Electronics,East,125,0.0,0.0,125.0,1,0,120,120.1706157332196,135.61932372895257,176.33539713283787,11,52,52,False,발주 필요,높음,해당 없음,0.0,51.33539713283787,1,20,91.34,우선 발주
2023-11-12,S003,P0017,Furniture,East,587,0.0,0.0,587.0,1,0,85,89.10222171531689,94.97017481979954,100.73857122405698,0,0,0,False,과잉재고,해당 없음,심각,486.26142877594305,0.0,0,5,126.28,과잉재고 긴급 관리
2023-11-12,S003,P0018,Furniture,East,151,0.0,0.0,151.0,1,0,149,147.35229072530444,159.3761928674757,161.23387889314276,9,11,11,False,발주 필요,보통,해당 없음,0.0,10.233878893142759,1,15,144.96,발주 검토
2023-11-12,S003,P0019,Groceries,East,101,0.0,0.0,101.0,1,0,132,132.12153392225267,144.82436574090207,160.6109106870331,44,60,60,False,발주 필요,높음,해당 없음,0.0,59.61091068703311,0,0,64.52,우선 발주
2023-11-12,S003,P0020,Clothing,East,400,0.0,0.0,400.0,1,0,120,115.14781677411301,117.89060282318964,136.89561274536817,0,0,0,False,과잉재고,해당 없음,높음,263.10438725463183,0.0,0,10,76.1,과잉재고 관리
2023-11-12,S004,P0001,Groceries,West,785,0.0,0.0,785.0,1,0,133,145.67790930354118,165.12172767773842,199.9718479151131,0,0,0,False,과잉재고,해당 없음,심각,585.0281520848869,0.0,1,10,11.13,과잉재고 긴급 관리
2023-11-12,S004,P0002,Groceries,West,315,0.0,0.0,315.0,1,0,89,94.22831961594954,124.8509736005075,191.9628111642406,0,0,0,False,과잉재고,해당 없음,주의,123.0371888357594,0.0,1,25,15.54,과잉재고 주의
2023-11-12,S004,P0003,Furniture,West,501,0.0,0.0,501.0,1,0,21,36.06943124759043,48.95826331548537,80.22802325549074,0,0,0,False,과잉재고,해당 없음,심각,420.7719767445093,0.0,1,25,84.76,과잉재고 긴급 관리
2023-11-12,S004,P0004,Groceries,West,157,0.0,0.0,157.0,1,0,85,93.11239733427864,125.47796970876324,143.71075418819515,0,0,0,False,적정 재고,해당 없음,해당 없음,13.289245811804847,0.0,0,10,48.68,정상 유지
2023-11-12,S004,P0005,Clothing,West,112,0.0,0.0,112.0,1,0,104,107.46783371116582,113.40283549820494,128.45963307575659,2,17,17,False,발주 필요,보통,해당 없음,0.0,16.459633075756585,0,5,71.27,발주 검토
2023-11-12,S004,P0006,Groceries,West,356,0.0,0.0,356.0,1,0,128,133.4217519768864,184.00387937289187,220.7531506562605,0,0,0,False,과잉재고,해당 없음,주의,135.2468493437395,0.0,1,20,32.18,과잉재고 주의
2023-11-12,S004,P0007,Groceries,West,418,0.0,0.0,418.0,1,0,132,128.01755038429687,146.5662173734022,176.48800569811564,0,0,0,False,과잉재고,해당 없음,높음,241.51199430188436,0.0,0,10,28.76,과잉재고 관리
2023-11-12,S004,P0008,Furniture,West,109,0.0,0.0,109.0,1,0,66,64.89271027588772,69.07592730897545,96.32355242941978,0,0,0,False,적정 재고,해당 없음,해당 없음,12.676447570580223,0.0,1,10,85.94,정상 유지
2023-11-12,S004,P0009,Clothing,West,396,0.0,0.0,396.0,1,0,94,94.27073153668583,101.85014130162251,114.17560567867766,0,0,0,False,과잉재고,해당 없음,심각,281.82439432132236,0.0,0,0,121.07,과잉재고 긴급 관리
2023-11-12,S004,P0010,Groceries,West,574,0.0,0.0,574.0,1,0,161,159.87583361813898,174.34625606149186,210.1267114681894,0,0,0,False,과잉재고,해당 없음,높음,363.8732885318106,0.0,1,20,26.43,과잉재고 관리
2023-11-12,S004,P0011,Clothing,West,396,0.0,0.0,396.0,1,0,104,102.65061751829778,106.05546414994781,119.18283222117458,0,0,0,False,과잉재고,해당 없음,심각,276.8171677788254,0.0,0,5,58.37,과잉재고 긴급 관리
2023-11-12,S004,P0012,Electronics,West,104,0.0,0.0,104.0,1,0,115,111.93872036575232,112.36453510721356,124.71410493398332,9,21,21,False,발주 필요,보통,해당 없음,0.0,20.71410493398332,0,10,110.42,발주 검토
2023-11-12,S004,P0013,Groceries,West,377,0.0,0.0,377.0,1,0,188,180.11537831025169,181.22553583970256,181.22553583970256,0,0,0,False,과잉재고,해당 없음,높음,195.77446416029744,0.0,0,0,26.68,과잉재고 관리
2023-11-12,S004,P0014,Furniture,West,278,0.0,0.0,278.0,1,0,58,62.740193454533284,72.55652681241037,105.31097793181699,0,0,0,False,과잉재고,해당 없음,높음,172.68902206818302,0.0,1,25,118.18,과잉재고 관리
2023-11-12,S004,P0015,Furniture,West,389,0.0,0.0,389.0,1,0,93,91.43051502887778,96.82053849646417,99.00766020777986,0,0,0,False,과잉재고,해당 없음,심각,289.99233979222015,0.0,0,0,103.45,과잉재고 긴급 관리
2023-11-12,S004,P0016,Furniture,West,450,0.0,0.0,450.0,1,0,117,120.37712499171873,130.03319152661894,131.738319995224,0,0,0,False,과잉재고,해당 없음,심각,318.261680004776,0.0,1,25,107.49,과잉재고 긴급 관리
2023-11-12,S004,P0017,Clothing,West,152,0.0,0.0,152.0,1,0,137,136.98668176273077,144.41335768517027,160.36855906579117,0,9,9,False,발주 필요,보통,해당 없음,0.0,8.368559065791175,0,0,116.79,발주 검토
2023-11-12,S004,P0018,Furniture,West,121,0.0,0.0,121.0,1,0,77,82.63005056310966,97.56315940800255,121.49265698113098,0,1,1,False,발주 필요,보통,해당 없음,0.0,0.49265698113097756,1,20,137.54,발주 검토
2023-11-12,S004,P0019,Clothing,West,204,0.0,0.0,204.0,1,0,95,96.16418587470316,108.92548384019643,118.86193496439824,0,0,0,False,과잉재고,해당 없음,주의,85.13806503560176,0.0,0,10,54.04,과잉재고 주의
2023-11-12,S004,P0020,Furniture,West,283,0.0,0.0,283.0,1,0,102,98.57356977572842,102.17885615981443,103.52844175211511,0,0,0,False,과잉재고,해당 없음,높음,179.4715582478849,0.0,0,10,129.59,과잉재고 관리
2023-11-12,S005,P0001,Groceries,North,195,0.0,0.0,195.0,1,0,126,118.55790148174668,152.13202679283307,186.56525327950794,0,0,0,False,적정 재고,해당 없음,해당 없음,8.434746720492058,0.0,1,20,11.07,정상 유지
2023-11-12,S005,P0002,Electronics,North,265,0.0,0.0,265.0,1,0,138,135.26844745791237,149.8282925948544,163.72825900293185,0,0,0,False,과잉재고,해당 없음,주의,101.27174099706815,0.0,1,10,42.73,과잉재고 주의
2023-11-12,S005,P0003,Toys,North,231,0.0,0.0,231.0,1,0,188,170.29768789090156,169.61002556151493,169.61002556151493,0,0,0,False,적정 재고,해당 없음,해당 없음,61.38997443848507,0.0,1,20,31.75,정상 유지
2023-11-12,S005,P0004,Groceries,North,183,0.0,0.0,183.0,1,0,92,79.81340927473727,100.27171552647864,134.7367272109053,0,0,0,False,적정 재고,해당 없음,해당 없음,48.263272789094714,0.0,0,10,7.14,정상 유지
2023-11-12,S005,P0005,Groceries,North,314,0.0,0.0,314.0,1,0,102,103.08581985933853,115.54790908259939,145.223710231443,0,0,0,False,과잉재고,해당 없음,높음,168.776289768557,0.0,0,10,15.68,과잉재고 관리
2023-11-12,S005,P0006,Groceries,North,558,0.0,0.0,558.0,1,0,143,141.42577792718293,156.23120247237858,170.39049817688564,0,0,0,False,과잉재고,해당 없음,심각,387.60950182311433,0.0,1,20,54.75,과잉재고 긴급 관리
2023-11-12,S005,P0007,Groceries,North,335,0.0,0.0,335.0,1,0,76,75.19425337641447,83.38129035090111,117.50452485677559,0,0,0,False,과잉재고,해당 없음,높음,217.4954751432244,0.0,0,0,76.3,과잉재고 관리
2023-11-12,S005,P0008,Groceries,North,133,0.0,0.0,133.0,1,0,122,129.60265381716655,155.08332997820986,173.34006446827112,23,41,41,False,발주 필요,보통,해당 없음,0.0,40.34006446827112,1,25,53.55,발주 검토
2023-11-12,S005,P0009,Groceries,North,506,0.0,0.0,506.0,1,0,50,54.609292433606534,77.75324619764368,115.48076570303523,0,0,0,False,과잉재고,해당 없음,심각,390.5192342969648,0.0,0,5,80.8,과잉재고 긴급 관리
2023-11-12,S005,P0010,Groceries,North,435,0.0,0.0,435.0,1,0,159,153.72639878567315,170.85014659530026,182.14758758021352,0,0,0,False,과잉재고,해당 없음,높음,252.85241241978648,0.0,1,15,61.03,과잉재고 관리
2023-11-12,S005,P0011,Electronics,North,502,0.0,0.0,502.0,1,0,78,75.80755095192808,94.91668704032152,111.73349253132533,0,0,0,False,과잉재고,해당 없음,심각,390.26650746867466,0.0,0,10,71.79,과잉재고 긴급 관리
2023-11-12,S005,P0012,Furniture,North,228,0.0,0.0,228.0,1,0,42,43.906513881000734,49.46050647158145,70.5758000770875,0,0,0,False,과잉재고,해당 없음,심각,157.42419992291252,0.0,0,10,108.45,과잉재고 긴급 관리
2023-11-12,S005,P0013,Groceries,North,261,0.0,0.0,261.0,1,0,85,85.97277467945226,103.14416581053162,123.93057107625337,0,0,0,False,과잉재고,해당 없음,높음,137.0694289237466,0.0,0,10,67.5,과잉재고 관리
2023-11-12,S005,P0014,Furniture,North,0,0.0,0.0,0.0,1,0,105,102.06250378426655,109.30154935807909,126.64114740997195,110,127,127,False,발주 필요,긴급,해당 없음,0.0,126.64114740997195,1,15,155.94,긴급 발주
2023-11-12,S005,P0015,Groceries,North,342,0.0,0.0,342.0,1,0,85,94.26727744381212,116.30090401909406,125.06900863995034,0,0,0,False,과잉재고,해당 없음,높음,216.93099136004966,0.0,0,0,50.45,과잉재고 관리
2023-11-12,S005,P0016,Toys,North,99,0.0,0.0,99.0,1,0,128,127.775593275604,135.56594541842867,157.61421256286025,37,59,59,False,발주 필요,높음,해당 없음,0.0,58.614212562860246,1,15,34.78,우선 발주
