date,store_id,product_id,category,base_price,actual_price,discount_pct,promotion_flag,is_holiday,stock_level_start,lead_time_days,true_demand,sales_qty,lost_sales_qty
2023-08-14,STR_002,PRD_07_HOME,Home,35,35,0,0,0,1964,0,63,63,0
2023-08-14,STR_002,PRD_08_HOME,Home,150,150,0,0,0,761,0,16,16,0
2023-08-14,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,512,0,19,19,0
2023-08-14,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,333,0,9,9,0
2023-08-14,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,5647,0,320,320,0
2023-08-14,STR_003,PRD_04_GROC,Grocery,12,8.28,0.31,1,0,8152,0,169,169,0
2023-08-14,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,295,0,78,78,0
2023-08-14,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,1240,0,26,26,0
2023-08-14,STR_003,PRD_07_HOME,Home,35,35,0,0,0,490,0,80,80,0
2023-08-14,STR_003,PRD_08_HOME,Home,150,150,0,0,0,821,0,20,20,0
2023-08-14,STR_004,PRD_01_ELEC,Electronics,299,299,0,0,0,388,0,16,16,0
2023-08-14,STR_004,PRD_02_ELEC,Electronics,599,449.25,0.25,1,0,116,0,23,23,0
2023-08-14,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4635,0,312,312,0
2023-08-14,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,2467,0,152,152,0
2023-08-14,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,1419,0,73,73,0
2023-08-14,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,158,0,42,42,0
2023-08-14,STR_004,PRD_07_HOME,Home,35,35,0,0,0,2237,0,73,73,0
2023-08-14,STR_004,PRD_08_HOME,Home,150,150,0,0,0,131,0,37,37,0
2023-08-14,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,196,0,15,15,0
2023-08-14,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,256,0,6,6,0
2023-08-14,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4566,0,248,248,0
2023-08-14,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,1441,0,104,104,0
2023-08-14,STR_005,PRD_05_FASH,Apparel,45,33.75,0.25,1,0,83,3,77,77,0
2023-08-14,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,646,0,31,31,0
2023-08-14,STR_005,PRD_07_HOME,Home,35,35,0,0,0,884,0,53,53,0
2023-08-14,STR_005,PRD_08_HOME,Home,150,150,0,0,0,281,0,25,25,0
2023-08-15,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,493,0,17,17,0
2023-08-15,STR_001,PRD_02_ELEC,Electronics,599,413.31,0.31,1,0,268,0,22,22,0
2023-08-15,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3512,0,379,379,0
2023-08-15,STR_001,PRD_04_GROC,Grocery,12,10.32,0.14,1,0,1894,0,171,171,0
2023-08-15,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,603,0,88,88,0
2023-08-15,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,800,0,27,27,0
2023-08-15,STR_001,PRD_07_HOME,Home,35,35,0,0,0,2146,0,83,83,0
2023-08-15,STR_001,PRD_08_HOME,Home,150,121.5,0.19,1,0,85,3,43,43,0
2023-08-15,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,245,0,23,23,0
2023-08-15,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,116,0,14,14,0
2023-08-15,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,5960,0,265,265,0
2023-08-15,STR_002,PRD_04_GROC,Grocery,12,9.12,0.24,1,0,502,2,134,134,0
2023-08-15,STR_002,PRD_05_FASH,Apparel,45,45,0,0,0,1510,0,65,65,0
2023-08-15,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,519,0,34,34,0
2023-08-15,STR_002,PRD_07_HOME,Home,35,35,0,0,0,1901,0,60,60,0
2023-08-15,STR_002,PRD_08_HOME,Home,150,150,0,0,0,745,0,17,17,0
2023-08-15,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,493,0,22,,0
2023-08-15,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,324,0,7,7,0
2023-08-15,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,5327,0,281,281,0
2023-08-15,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,7983,0,137,137,0
2023-08-15,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,217,3,63,63,0
2023-08-15,STR_003,PRD_06_FASH,Apparel,95,70.3,0.26,1,0,1214,0,37,,0
2023-08-15,STR_003,PRD_07_HOME,Home,35,22.75,0.35,1,0,410,0,107,107,0
2023-08-15,STR_003,PRD_08_HOME,Home,150,150,0,0,0,801,0,27,27,0
2023-08-15,STR_004,PRD_01_ELEC,Electronics,299,299,0,0,0,372,0,21,21,0
2023-08-15,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,93,0,11,11,0
2023-08-15,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4323,0,346,346,0
2023-08-15,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,2315,0,179,179,0
2023-08-15,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,1346,0,80,80,0
2023-08-15,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,116,3,36,36,0
2023-08-15,STR_004,PRD_07_HOME,Home,35,35,0,0,0,2164,0,92,92,0
2023-08-15,STR_004,PRD_08_HOME,Home,150,130.5,0.13,1,0,94,2,30,30,0
2023-08-15,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,181,0,26,26,0
2023-08-15,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,250,0,7,7,0
2023-08-15,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4318,0,244,244,0
2023-08-15,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,1337,0,116,116,0
2023-08-15,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,6,2,71,6,65
2023-08-15,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,615,0,21,21,0
2023-08-15,STR_005,PRD_07_HOME,Home,35,35,0,0,0,831,0,58,58,0
2023-08-15,STR_005,PRD_08_HOME,Home,150,150,0,0,0,256,0,16,16,0
2023-08-16,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,476,0,21,21,0
2023-08-16,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,246,0,10,10,0
2023-08-16,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3133,0,344,344,0
2023-08-16,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,1723,0,160,160,0
2023-08-16,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,515,0,77,77,0
2023-08-16,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,773,0,38,38,0
2023-08-16,STR_001,PRD_07_HOME,Home,35,35,0,0,0,2903,0,105,,0
2023-08-16,STR_001,PRD_08_HOME,Home,150,150,0,0,0,42,2,29,29,0
2023-08-16,STR_002,PRD_01_ELEC,Electronics,299,260.13,0.13,1,0,222,0,18,18,0
2023-08-16,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,102,0,10,10,0
2023-08-16,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,5695,0,263,263,0
2023-08-16,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,368,2,125,125,0
2023-08-16,STR_002,PRD_05_FASH,Apparel,45,30.15,0.33,1,0,1445,0,94,94,0
2023-08-16,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,741,0,23,23,0
2023-08-16,STR_002,PRD_07_HOME,Home,35,23.45,0.33,1,0,1841,0,78,78,0
2023-08-16,STR_002,PRD_08_HOME,Home,150,150,0,0,0,728,0,19,19,0
2023-08-16,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,471,0,21,21,0
2023-08-16,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,317,0,6,6,0
2023-08-16,STR_003,PRD_03_GROC,Grocery,4.5,3.645,0.19,1,0,5046,0,307,307,0
2023-08-16,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,7846,0,142,142,0
2023-08-16,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,154,3,69,69,0
2023-08-16,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,1177,0,39,39,0
2023-08-16,STR_003,PRD_07_HOME,Home,35,35,0,0,0,303,4,66,66,0
2023-08-16,STR_003,PRD_08_HOME,Home,150,150,0,0,0,774,0,26,26,0
2023-08-16,STR_004,PRD_01_ELEC,Electronics,299,299,0,0,0,351,0,17,17,0
2023-08-16,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,82,0,10,10,0
2023-08-16,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3977,0,358,358,0
2023-08-16,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,2136,0,174,174,0
2023-08-16,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,1266,0,74,74,0
2023-08-16,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,80,10,35,35,0
2023-08-16,STR_004,PRD_07_HOME,Home,35,26.6,0.24,1,0,2072,0,118,118,0
2023-08-16,STR_004,PRD_08_HOME,Home,150,150,0,0,0,64,4,27,27,0
2023-08-16,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,155,0,21,21,0
2023-08-16,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,243,0,6,6,0
2023-08-16,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4074,0,256,256,0
2023-08-16,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,1221,0,113,113,0
2023-08-16,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,0,2,65,0,65
2023-08-16,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,594,0,19,19,0
2023-08-16,STR_005,PRD_07_HOME,Home,35,35,0,0,0,773,0,57,57,0
2023-08-16,STR_005,PRD_08_HOME,Home,150,117,0.22,1,0,240,0,30,30,0
2023-08-17,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,455,0,19,19,0
2023-08-17,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,236,0,18,18,0
2023-08-17,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2789,0,365,365,0
2023-08-17,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,1563,0,162,162,0
2023-08-17,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,438,0,86,86,0
2023-08-17,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,735,0,29,29,0
2023-08-17,STR_001,PRD_07_HOME,Home,35,35,0,0,0,2798,0,88,88,0
2023-08-17,STR_001,PRD_08_HOME,Home,150,150,0,0,0,13,3,26,13,13
2023-08-17,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,204,0,16,16,0
2023-08-17,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,92,0,11,11,0
2023-08-17,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,5432,0,277,277,0
2023-08-17,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,1555,0,127,,0
2023-08-17,STR_002,PRD_05_FASH,Apparel,45,45,0,0,0,1351,0,50,50,0
2023-08-17,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,718,0,30,30,0
2023-08-17,STR_002,PRD_07_HOME,Home,35,35,0,0,0,1763,0,61,61,0
2023-08-17,STR_002,PRD_08_HOME,Home,150,150,0,0,0,709,0,28,28,0
2023-08-17,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,450,0,16,16,0
2023-08-17,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,311,0,12,12,0
2023-08-17,STR_003,PRD_03_GROC,Grocery,4.5,3.915,0.13,1,0,4739,0,332,332,0
2023-08-17,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,7704,0,135,135,0
2023-08-17,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,85,3,65,65,0
2023-08-17,STR_003,PRD_06_FASH,Apparel,95,68.4,0.28,1,0,1138,0,43,43,0
2023-08-17,STR_003,PRD_07_HOME,Home,35,35,0,0,0,237,3,75,75,0
2023-08-17,STR_003,PRD_08_HOME,Home,150,150,0,0,0,748,0,26,26,0
2023-08-17,STR_004,PRD_01_ELEC,Electronics,299,299,0,0,0,334,0,22,22,0
2023-08-17,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,72,0,13,13,0
2023-08-17,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3619,0,365,365,0
2023-08-17,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,1962,0,171,171,0
2023-08-17,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,1192,0,88,88,0
2023-08-17,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,45,2,39,39,0
2023-08-17,STR_004,PRD_07_HOME,Home,35,35,0,0,0,1954,0,77,77,0
2023-08-17,STR_004,PRD_08_HOME,Home,150,150,0,0,0,253,0,29,29,0
2023-08-17,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,134,0,14,14,0
2023-08-17,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,329,0,4,4,0
2023-08-17,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3818,0,273,273,0
2023-08-17,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,1108,0,109,109,0
2023-08-17,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,1591,0,63,63,0
2023-08-17,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,575,0,29,29,0
2023-08-17,STR_005,PRD_07_HOME,Home,35,35,0,0,0,716,0,58,58,0
2023-08-17,STR_005,PRD_08_HOME,Home,150,150,0,0,0,210,0,20,20,0
2023-08-18,STR_001,PRD_01_ELEC,Electronics,299,218.27,0.27,1,0,436,0,33,33,0
2023-08-18,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,218,0,11,11,0
2023-08-18,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2424,0,372,372,0
2023-08-18,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,1401,0,162,162,0
2023-08-18,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,352,0,82,82,0
2023-08-18,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,706,0,28,28,0
2023-08-18,STR_001,PRD_07_HOME,Home,35,35,0,0,0,2710,0,88,88,0
2023-08-18,STR_001,PRD_08_HOME,Home,150,109.5,0.27,1,0,505,0,44,44,0
2023-08-18,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,188,0,15,15,0
2023-08-18,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,81,0,6,6,0
2023-08-18,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,5155,0,245,245,0
2023-08-18,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,2865,0,117,117,0
2023-08-18,STR_002,PRD_05_FASH,Apparel,45,45,0,0,0,1301,0,51,51,0
2023-08-18,STR_002,PRD_06_FASH,Apparel,95,64.6,0.32,1,0,688,0,35,35,0
2023-08-18,STR_002,PRD_07_HOME,Home,35,35,0,0,0,1702,0,61,61,0
2023-08-18,STR_002,PRD_08_HOME,Home,150,150,0,0,0,681,0,20,20,0
2023-08-18,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,434,0,8,8,0
2023-08-18,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,299,0,5,5,0
2023-08-18,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4407,0,299,299,0
2023-08-18,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,7569,0,146,146,0
2023-08-18,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,426,0,58,58,0
2023-08-18,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,1095,0,26,26,0
2023-08-18,STR_003,PRD_07_HOME,Home,35,30.8,0.12,1,0,162,4,91,91,0
2023-08-18,STR_003,PRD_08_HOME,Home,150,150,0,0,0,722,0,16,16,0
2023-08-18,STR_004,PRD_01_ELEC,Electronics,299,227.24,0.24,1,0,312,0,34,34,0
2023-08-18,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,59,0,3,3,0
2023-08-18,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3254,0,329,329,0
2023-08-18,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,1791,0,154,154,0
2023-08-18,STR_004,PRD_05_FASH,Apparel,45,39.6,0.12,1,0,1104,0,84,84,0
2023-08-18,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,276,0,34,34,0
2023-08-18,STR_004,PRD_07_HOME,Home,35,35,0,0,0,1877,0,76,,0
2023-08-18,STR_004,PRD_08_HOME,Home,150,150,0,0,0,224,0,21,21,0
2023-08-18,STR_005,PRD_01_ELEC,Electronics,299,245.18,0.18,1,0,120,0,16,16,0
2023-08-18,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,325,0,9,9,0
2023-08-18,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3545,0,290,290,0
2023-08-18,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,999,0,127,127,0
2023-08-18,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,2500,0,60,60,0
2023-08-18,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,546,0,28,28,0
2023-08-18,STR_005,PRD_07_HOME,Home,35,25.55,0.27,1,0,658,0,70,70,0
2023-08-18,STR_005,PRD_08_HOME,Home,150,150,0,0,0,190,0,21,21,0
2023-08-19,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,403,0,13,13,0
2023-08-19,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,207,0,18,18,0
2023-08-19,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2052,0,562,562,0
2023-08-19,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,1239,0,270,270,0
2023-08-19,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,270,0,74,74,0
2023-08-19,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,678,0,29,29,0
2023-08-19,STR_001,PRD_07_HOME,Home,35,35,0,0,0,2622,0,78,78,0
2023-08-19,STR_001,PRD_08_HOME,Home,150,150,0,0,0,461,0,30,30,0
2023-08-19,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,173,0,20,20,0
2023-08-19,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,75,0,12,12,0
2023-08-19,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4910,0,408,408,0
2023-08-19,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,2748,0,168,168,0
2023-08-19,STR_002,PRD_05_FASH,Apparel,45,45,0,0,0,1250,0,59,59,0
2023-08-19,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,653,0,30,30,0
2023-08-19,STR_002,PRD_07_HOME,Home,35,35,0,0,0,1641,0,55,55,0
2023-08-19,STR_002,PRD_08_HOME,Home,150,150,0,0,0,661,0,21,21,0
2023-08-19,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,426,0,22,22,0
2023-08-19,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,294,0,8,8,0
2023-08-19,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4108,0,476,476,0
2023-08-19,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,7423,0,193,193,0
2023-08-19,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,843,0,59,59,0
2023-08-19,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,1069,0,27,27,0
2023-08-19,STR_003,PRD_07_HOME,Home,35,35,0,0,0,71,4,51,51,0
2023-08-19,STR_003,PRD_08_HOME,Home,150,150,0,0,0,706,0,23,23,0
2023-08-19,STR_004,PRD_01_ELEC,Electronics,299,299,0,0,0,278,0,18,,0
2023-08-19,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,56,0,8,8,0
2023-08-19,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2925,0,516,516,0
2023-08-19,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,1637,0,260,260,0
2023-08-19,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,1020,0,74,74,0
2023-08-19,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,586,0,38,38,0
2023-08-19,STR_004,PRD_07_HOME,Home,35,35,0,0,0,1801,0,73,73,0
2023-08-19,STR_004,PRD_08_HOME,Home,150,150,0,0,0,203,0,25,25,0
2023-08-19,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,104,0,17,17,0
2023-08-19,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,316,0,13,13,0
2023-08-19,STR_005,PRD_03_GROC,Grocery,4.5,3.42,0.24,1,0,3255,0,489,489,0
2023-08-19,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,872,0,214,214,0
2023-08-19,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,2440,0,58,58,0
2023-08-19,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,518,0,25,25,0
2023-08-19,STR_005,PRD_07_HOME,Home,35,35,0,0,0,588,0,59,59,0
2023-08-19,STR_005,PRD_08_HOME,Home,150,150,0,0,0,169,0,18,18,0
2023-08-20,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,390,0,22,22,0
2023-08-20,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,189,0,7,7,0
2023-08-20,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,1490,3,570,570,0
2023-08-20,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,969,0,238,238,0
2023-08-20,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,196,2,72,72,0
2023-08-20,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,649,0,25,25,0
2023-08-20,STR_001,PRD_07_HOME,Home,35,35,0,0,0,2544,0,100,100,0
2023-08-20,STR_001,PRD_08_HOME,Home,150,150,0,0,0,711,0,23,23,0
2023-08-20,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,153,0,15,15,0
2023-08-20,STR_002,PRD_02_ELEC,Electronics,599,509.15,0.15,1,0,63,0,12,12,0
2023-08-20,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4502,0,409,409,0
2023-08-20,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,2580,0,195,195,0
2023-08-20,STR_002,PRD_05_FASH,Apparel,45,45,0,0,0,1191,0,53,53,0
2023-08-20,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,623,0,28,28,0
2023-08-20,STR_002,PRD_07_HOME,Home,35,35,0,0,0,1586,0,68,68,0
2023-08-20,STR_002,PRD_08_HOME,Home,150,150,0,0,0,640,0,18,18,0
2023-08-20,STR_003,PRD_01_ELEC,Electronics,299,218.27,0.27,1,0,404,0,31,31,0
2023-08-20,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,286,0,15,15,0
2023-08-20,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3632,0,485,485,0
2023-08-20,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,7230,0,231,231,0
2023-08-20,STR_003,PRD_05_FASH,Apparel,45,45,0,0,0,1324,0,63,63,0
2023-08-20,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,1042,0,29,29,0
2023-08-20,STR_003,PRD_07_HOME,Home,35,35,0,0,0,1301,0,68,68,0
2023-08-20,STR_003,PRD_08_HOME,Home,150,129,0.14,1,0,683,0,30,30,0
2023-08-20,STR_004,PRD_01_ELEC,Electronics,299,263.12,0.12,1,0,260,0,25,25,0
2023-08-20,STR_004,PRD_02_ELEC,Electronics,599,599,0,0,0,48,0,16,16,0
2023-08-20,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2409,0,539,539,0
2023-08-20,STR_004,PRD_04_GROC,Grocery,12,12,0,0,0,1377,0,258,258,0
2023-08-20,STR_004,PRD_05_FASH,Apparel,45,45,0,0,0,946,0,76,76,0
2023-08-20,STR_004,PRD_06_FASH,Apparel,95,95,0,0,0,548,0,29,29,0
2023-08-20,STR_004,PRD_07_HOME,Home,35,35,0,0,0,1728,0,84,84,0
2023-08-20,STR_004,PRD_08_HOME,Home,150,111,0.26,1,0,421,0,42,42,0
2023-08-20,STR_005,PRD_01_ELEC,Electronics,299,299,0,0,0,87,0,10,10,0
2023-08-20,STR_005,PRD_02_ELEC,Electronics,599,599,0,0,0,303,0,4,4,0
2023-08-20,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,2766,0,443,443,0
2023-08-20,STR_005,PRD_04_GROC,Grocery,12,12,0,0,0,658,4,200,200,0
2023-08-20,STR_005,PRD_05_FASH,Apparel,45,45,0,0,0,2382,0,55,55,0
2023-08-20,STR_005,PRD_06_FASH,Apparel,95,95,0,0,0,493,0,27,27,0
2023-08-20,STR_005,PRD_07_HOME,Home,35,35,0,0,0,529,0,53,53,0
2023-08-20,STR_005,PRD_08_HOME,Home,150,103.5,0.31,1,0,151,0,34,34,0
2023-08-21,STR_001,PRD_01_ELEC,Electronics,299,299,0,0,0,368,0,34,34,0
2023-08-21,STR_001,PRD_02_ELEC,Electronics,599,599,0,0,0,182,0,9,9,0
2023-08-21,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,920,6,363,363,0
2023-08-21,STR_001,PRD_04_GROC,Grocery,12,12,0,0,0,731,0,152,152,0
2023-08-21,STR_001,PRD_05_FASH,Apparel,45,45,0,0,0,124,2,66,66,0
2023-08-21,STR_001,PRD_06_FASH,Apparel,95,95,0,0,0,624,0,38,38,0
2023-08-21,STR_001,PRD_07_HOME,Home,35,35,0,0,0,2444,0,85,85,0
2023-08-21,STR_001,PRD_08_HOME,Home,150,150,0,0,0,688,0,28,28,0
2023-08-21,STR_002,PRD_01_ELEC,Electronics,299,299,0,0,0,138,0,6,6,0
2023-08-21,STR_002,PRD_02_ELEC,Electronics,599,599,0,0,0,51,0,8,8,0
2023-08-21,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,4093,0,262,262,0
2023-08-21,STR_002,PRD_04_GROC,Grocery,12,12,0,0,0,2385,0,109,109,0
2023-08-21,STR_002,PRD_05_FASH,Apparel,45,45,0,0,0,1138,0,55,55,0
2023-08-21,STR_002,PRD_06_FASH,Apparel,95,95,0,0,0,595,0,24,,0
2023-08-21,STR_002,PRD_07_HOME,Home,35,35,0,0,0,1518,0,63,63,0
2023-08-21,STR_002,PRD_08_HOME,Home,150,150,0,0,0,622,0,19,19,0
2023-08-21,STR_003,PRD_01_ELEC,Electronics,299,299,0,0,0,373,0,8,8,0
2023-08-21,STR_003,PRD_02_ELEC,Electronics,599,599,0,0,0,271,0,11,11,0
2023-08-21,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0,0,0,3147,0,284,284,0
2023-08-21,STR_003,PRD_04_GROC,Grocery,12,12,0,0,0,6999,0,142,142,0
2023-08-21,STR_003,PRD_05_FASH,Apparel,45,36.45,0.19,1,0,1261,0,75,75,0
2023-08-21,STR_003,PRD_06_FASH,Apparel,95,95,0,0,0,1013,0,30,30,0
2023-08-21,STR_003,PRD_07_HOME,Home,35,35,0,0,0,1233,0,53,53,0
