purchase_order_id,store_id,product_id,category,supplier_id,order_date,expected_arrival_date,ordered_qty,planned_lead_time_days,cancelled_flag,data_origin
PO-SIM-0000526,S001,P0010,Furniture,SUP-03,2023-11-22,2023-11-27,22,5,False,simulation
PO-SIM-0000527,S001,P0013,Toys,SUP-05,2023-11-22,2023-11-25,15,3,False,simulation
PO-SIM-0000528,S001,P0015,Toys,SUP-05,2023-11-22,2023-11-25,14,3,False,simulation
PO-SIM-0000529,S001,P0017,Toys,SUP-05,2023-11-22,2023-11-25,27,3,False,simulation
PO-SIM-0000530,S001,P0018,Groceries,SUP-04,2023-11-22,2023-11-28,52,6,False,simulation
PO-SIM-0000531,S001,P0019,Furniture,SUP-03,2023-11-22,2023-11-27,33,5,False,simulation
PO-SIM-0000532,S002,P0004,Groceries,SUP-04,2023-11-22,2023-11-28,38,6,False,simulation
PO-SIM-0000533,S002,P0006,Clothing,SUP-01,2023-11-22,2023-11-25,87,3,False,simulation
PO-SIM-0000534,S002,P0008,Groceries,SUP-04,2023-11-22,2023-11-28,61,6,False,simulation
PO-SIM-0000535,S002,P0010,Groceries,SUP-04,2023-11-22,2023-11-28,140,6,True,simulation
PO-SIM-0000536,S002,P0017,Toys,SUP-05,2023-11-22,2023-11-25,56,3,False,simulation
PO-SIM-0000537,S003,P0003,Electronics,SUP-02,2023-11-22,2023-11-26,35,4,False,simulation
PO-SIM-0000538,S003,P0006,Toys,SUP-05,2023-11-22,2023-11-25,57,3,False,simulation
PO-SIM-0000539,S003,P0007,Groceries,SUP-04,2023-11-22,2023-11-28,142,6,False,simulation
PO-SIM-0000540,S003,P0009,Groceries,SUP-04,2023-11-22,2023-11-28,54,6,False,simulation
PO-SIM-0000541,S003,P0010,Groceries,SUP-04,2023-11-22,2023-11-28,85,6,False,simulation
PO-SIM-0000542,S003,P0019,Groceries,SUP-04,2023-11-22,2023-11-28,41,6,False,simulation
PO-SIM-0000543,S004,P0002,Groceries,SUP-04,2023-11-22,2023-11-28,57,6,False,simulation
PO-SIM-0000544,S004,P0006,Groceries,SUP-04,2023-11-22,2023-11-28,35,6,False,simulation
PO-SIM-0000545,S004,P0012,Electronics,SUP-02,2023-11-22,2023-11-26,29,4,False,simulation
PO-SIM-0000546,S004,P0014,Furniture,SUP-03,2023-11-22,2023-11-27,69,5,False,simulation
PO-SIM-0000547,S004,P0018,Furniture,SUP-03,2023-11-22,2023-11-27,17,5,False,simulation
PO-SIM-0000548,S005,P0003,Toys,SUP-05,2023-11-22,2023-11-25,19,3,False,simulation
PO-SIM-0000549,S005,P0008,Groceries,SUP-04,2023-11-22,2023-11-28,8,6,False,simulation
PO-SIM-0000550,S005,P0015,Groceries,SUP-04,2023-11-22,2023-11-28,189,6,False,simulation
PO-SIM-0000551,S005,P0017,Toys,SUP-05,2023-11-22,2023-11-25,82,3,False,simulation
PO-SIM-0000552,S005,P0020,Toys,SUP-05,2023-11-22,2023-11-25,4,3,False,simulation
PO-SIM-0000553,S001,P0002,Clothing,SUP-01,2023-11-23,2023-11-26,24,3,False,simulation
PO-SIM-0000554,S001,P0006,Toys,SUP-05,2023-11-23,2023-11-26,71,3,False,simulation
PO-SIM-0000555,S001,P0013,Toys,SUP-05,2023-11-23,2023-11-26,22,3,False,simulation
PO-SIM-0000556,S001,P0015,Toys,SUP-05,2023-11-23,2023-11-26,51,3,False,simulation
PO-SIM-0000557,S001,P0017,Toys,SUP-05,2023-11-23,2023-11-26,66,3,False,simulation
PO-SIM-0000558,S002,P0002,Toys,SUP-05,2023-11-23,2023-11-26,13,3,False,simulation
PO-SIM-0000559,S002,P0003,Groceries,SUP-04,2023-11-23,2023-11-29,31,6,False,simulation
PO-SIM-0000560,S002,P0008,Groceries,SUP-04,2023-11-23,2023-11-29,78,6,False,simulation
PO-SIM-0000561,S002,P0010,Groceries,SUP-04,2023-11-23,2023-11-29,43,6,False,simulation
PO-SIM-0000562,S002,P0015,Clothing,SUP-01,2023-11-23,2023-11-26,70,3,False,simulation
PO-SIM-0000563,S002,P0018,Clothing,SUP-01,2023-11-23,2023-11-26,39,3,False,simulation
PO-SIM-0000564,S003,P0003,Electronics,SUP-02,2023-11-23,2023-11-27,13,4,False,simulation
PO-SIM-0000565,S003,P0004,Groceries,SUP-04,2023-11-23,2023-11-29,52,6,False,simulation
PO-SIM-0000566,S003,P0008,Clothing,SUP-01,2023-11-23,2023-11-26,31,3,False,simulation
PO-SIM-0000567,S003,P0009,Groceries,SUP-04,2023-11-23,2023-11-29,18,6,False,simulation
PO-SIM-0000568,S003,P0010,Groceries,SUP-04,2023-11-23,2023-11-29,8,6,False,simulation
PO-SIM-0000569,S003,P0016,Electronics,SUP-02,2023-11-23,2023-11-27,37,4,False,simulation
PO-SIM-0000570,S003,P0017,Furniture,SUP-03,2023-11-23,2023-11-28,84,5,False,simulation
PO-SIM-0000571,S004,P0002,Groceries,SUP-04,2023-11-23,2023-11-29,131,6,False,simulation
PO-SIM-0000572,S004,P0004,Groceries,SUP-04,2023-11-23,2023-11-29,81,6,False,simulation
PO-SIM-0000573,S004,P0005,Clothing,SUP-01,2023-11-23,2023-11-26,108,3,False,simulation
PO-SIM-0000574,S004,P0012,Electronics,SUP-02,2023-11-23,2023-11-27,43,4,False,simulation
PO-SIM-0000575,S004,P0015,Furniture,SUP-03,2023-11-23,2023-11-28,17,5,False,simulation
PO-SIM-0000576,S005,P0003,Toys,SUP-05,2023-11-23,2023-11-26,48,3,False,simulation
PO-SIM-0000577,S005,P0004,Groceries,SUP-04,2023-11-23,2023-11-29,89,6,False,simulation
PO-SIM-0000578,S005,P0008,Groceries,SUP-04,2023-11-23,2023-11-29,76,6,False,simulation
PO-SIM-0000579,S005,P0017,Toys,SUP-05,2023-11-23,2023-11-26,10,3,False,simulation
PO-SIM-0000580,S005,P0018,Clothing,SUP-01,2023-11-23,2023-11-26,115,3,False,simulation
PO-SIM-0000581,S001,P0002,Clothing,SUP-01,2023-11-24,2023-11-27,23,3,False,simulation
PO-SIM-0000582,S001,P0008,Electronics,SUP-02,2023-11-24,2023-11-28,77,4,False,simulation
PO-SIM-0000583,S001,P0014,Groceries,SUP-04,2023-11-24,2023-11-30,8,6,False,simulation
PO-SIM-0000584,S001,P0017,Toys,SUP-05,2023-11-24,2023-11-27,64,3,False,simulation
PO-SIM-0000585,S001,P0018,Groceries,SUP-04,2023-11-24,2023-11-30,35,6,False,simulation
PO-SIM-0000586,S002,P0006,Clothing,SUP-01,2023-11-24,2023-11-27,52,3,False,simulation
PO-SIM-0000587,S002,P0008,Groceries,SUP-04,2023-11-24,2023-11-30,56,6,False,simulation
PO-SIM-0000588,S002,P0015,Clothing,SUP-01,2023-11-24,2023-11-27,105,3,False,simulation
PO-SIM-0000589,S002,P0018,Clothing,SUP-01,2023-11-24,2023-11-27,4,3,False,simulation
PO-SIM-0000590,S003,P0010,Groceries,SUP-04,2023-11-24,2023-11-30,38,6,False,simulation
PO-SIM-0000591,S003,P0019,Groceries,SUP-04,2023-11-24,2023-11-30,42,6,False,simulation
PO-SIM-0000592,S004,P0004,Groceries,SUP-04,2023-11-24,2023-11-30,188,6,False,simulation
PO-SIM-0000593,S004,P0008,Furniture,SUP-03,2023-11-24,2023-11-29,58,5,False,simulation
PO-SIM-0000594,S004,P0012,Electronics,SUP-02,2023-11-24,2023-11-28,5,4,False,simulation
PO-SIM-0000595,S004,P0017,Clothing,SUP-01,2023-11-24,2023-11-27,29,3,True,simulation
PO-SIM-0000596,S004,P0019,Clothing,SUP-01,2023-11-24,2023-11-27,77,3,False,simulation
PO-SIM-0000597,S004,P0020,Furniture,SUP-03,2023-11-24,2023-11-29,1,5,False,simulation
PO-SIM-0000598,S005,P0003,Toys,SUP-05,2023-11-24,2023-11-27,30,3,False,simulation
PO-SIM-0000599,S005,P0004,Groceries,SUP-04,2023-11-24,2023-11-30,86,6,False,simulation
PO-SIM-0000600,S005,P0008,Groceries,SUP-04,2023-11-24,2023-11-30,127,6,False,simulation
PO-SIM-0000601,S001,P0002,Clothing,SUP-01,2023-11-25,2023-11-28,26,3,False,simulation
PO-SIM-0000602,S001,P0011,Furniture,SUP-03,2023-11-25,2023-11-30,26,5,False,simulation
PO-SIM-0000603,S001,P0013,Toys,SUP-05,2023-11-25,2023-11-28,49,3,False,simulation
PO-SIM-0000604,S001,P0014,Groceries,SUP-04,2023-11-25,2023-12-01,151,6,False,simulation
PO-SIM-0000605,S001,P0018,Groceries,SUP-04,2023-11-25,2023-12-01,67,6,False,simulation
PO-SIM-0000606,S002,P0002,Toys,SUP-05,2023-11-25,2023-11-28,8,3,False,simulation
PO-SIM-0000607,S002,P0006,Clothing,SUP-01,2023-11-25,2023-11-28,55,3,False,simulation
PO-SIM-0000608,S002,P0007,Toys,SUP-05,2023-11-25,2023-11-28,51,3,False,simulation
PO-SIM-0000609,S002,P0008,Groceries,SUP-04,2023-11-25,2023-12-01,63,6,False,simulation
PO-SIM-0000610,S002,P0009,Groceries,SUP-04,2023-11-25,2023-12-01,41,6,False,simulation
PO-SIM-0000611,S002,P0010,Groceries,SUP-04,2023-11-25,2023-12-01,44,6,False,simulation
PO-SIM-0000612,S002,P0018,Clothing,SUP-01,2023-11-25,2023-11-28,64,3,False,simulation
PO-SIM-0000613,S003,P0001,Toys,SUP-05,2023-11-25,2023-11-28,37,3,False,simulation
PO-SIM-0000614,S003,P0009,Groceries,SUP-04,2023-11-25,2023-12-01,62,6,False,simulation
PO-SIM-0000615,S003,P0010,Groceries,SUP-04,2023-11-25,2023-12-01,45,6,False,simulation
PO-SIM-0000616,S003,P0016,Electronics,SUP-02,2023-11-25,2023-11-29,6,4,False,simulation
PO-SIM-0000617,S003,P0019,Groceries,SUP-04,2023-11-25,2023-12-01,57,6,False,simulation
PO-SIM-0000618,S004,P0006,Groceries,SUP-04,2023-11-25,2023-12-01,21,6,False,simulation
PO-SIM-0000619,S004,P0018,Furniture,SUP-03,2023-11-25,2023-11-30,70,5,False,simulation
PO-SIM-0000620,S004,P0020,Furniture,SUP-03,2023-11-25,2023-11-30,71,5,False,simulation
PO-SIM-0000621,S005,P0001,Groceries,SUP-04,2023-11-25,2023-12-01,1,6,False,simulation
PO-SIM-0000622,S005,P0003,Toys,SUP-05,2023-11-25,2023-11-28,14,3,False,simulation
PO-SIM-0000623,S005,P0005,Groceries,SUP-04,2023-11-25,2023-12-01,10,6,False,simulation
PO-SIM-0000624,S005,P0009,Groceries,SUP-04,2023-11-25,2023-12-01,124,6,False,simulation
PO-SIM-0000625,S005,P0018,Clothing,SUP-01,2023-11-25,2023-11-28,56,3,False,simulation
PO-SIM-0000626,S005,P0020,Toys,SUP-05,2023-11-25,2023-11-28,15,3,False,simulation
PO-SIM-0000627,S001,P0001,Electronics,SUP-02,2023-11-26,2023-11-30,90,4,False,simulation
PO-SIM-0000628,S001,P0002,Clothing,SUP-01,2023-11-26,2023-11-29,52,3,False,simulation
PO-SIM-0000629,S001,P0004,Electronics,SUP-02,2023-11-26,2023-11-30,20,4,False,simulation
PO-SIM-0000630,S001,P0013,Toys,SUP-05,2023-11-26,2023-11-29,39,3,False,simulation
PO-SIM-0000631,S001,P0015,Toys,SUP-05,2023-11-26,2023-11-29,86,3,False,simulation
PO-SIM-0000632,S001,P0017,Toys,SUP-05,2023-11-26,2023-11-29,101,3,False,simulation
PO-SIM-0000633,S001,P0019,Furniture,SUP-03,2023-11-26,2023-12-01,32,5,False,simulation
PO-SIM-0000634,S002,P0002,Toys,SUP-05,2023-11-26,2023-11-29,6,3,False,simulation
PO-SIM-0000635,S002,P0008,Groceries,SUP-04,2023-11-26,2023-12-02,10,6,False,simulation
PO-SIM-0000636,S002,P0018,Clothing,SUP-01,2023-11-26,2023-11-29,11,3,False,simulation
PO-SIM-0000637,S003,P0004,Groceries,SUP-04,2023-11-26,2023-12-02,95,6,False,simulation
PO-SIM-0000638,S003,P0010,Groceries,SUP-04,2023-11-26,2023-12-02,9,6,False,simulation
PO-SIM-0000639,S003,P0019,Groceries,SUP-04,2023-11-26,2023-12-02,60,6,False,simulation
PO-SIM-0000640,S004,P0011,Clothing,SUP-01,2023-11-26,2023-11-29,66,3,False,simulation
PO-SIM-0000641,S004,P0012,Electronics,SUP-02,2023-11-26,2023-11-30,47,4,False,simulation
PO-SIM-0000642,S004,P0016,Furniture,SUP-03,2023-11-26,2023-12-01,13,5,False,simulation
PO-SIM-0000643,S004,P0017,Clothing,SUP-01,2023-11-26,2023-11-29,64,3,False,simulation
PO-SIM-0000644,S004,P0019,Clothing,SUP-01,2023-11-26,2023-11-29,55,3,False,simulation
PO-SIM-0000645,S004,P0020,Furniture,SUP-03,2023-11-26,2023-12-01,37,5,False,simulation
PO-SIM-0000646,S005,P0002,Electronics,SUP-02,2023-11-26,2023-11-30,45,4,False,simulation
PO-SIM-0000647,S005,P0004,Groceries,SUP-04,2023-11-26,2023-12-02,6,6,True,simulation
PO-SIM-0000648,S005,P0017,Toys,SUP-05,2023-11-26,2023-11-29,24,3,False,simulation
PO-SIM-0000649,S005,P0018,Clothing,SUP-01,2023-11-26,2023-11-29,37,3,False,simulation
PO-SIM-0000650,S005,P0020,Toys,SUP-05,2023-11-26,2023-11-29,48,3,False,simulation
PO-SIM-0000651,S001,P0002,Clothing,SUP-01,2023-11-27,2023-11-30,18,3,False,simulation
PO-SIM-0000652,S001,P0008,Electronics,SUP-02,2023-11-27,2023-12-01,52,4,False,simulation
PO-SIM-0000653,S001,P0009,Clothing,SUP-01,2023-11-27,2023-11-30,63,3,False,simulation
PO-SIM-0000654,S001,P0013,Toys,SUP-05,2023-11-27,2023-11-30,56,3,False,simulation
PO-SIM-0000655,S001,P0015,Toys,SUP-05,2023-11-27,2023-11-30,25,3,False,simulation
PO-SIM-0000656,S001,P0019,Furniture,SUP-03,2023-11-27,2023-12-02,10,5,False,simulation
PO-SIM-0000657,S002,P0003,Groceries,SUP-04,2023-11-27,2023-12-03,137,6,False,simulation
PO-SIM-0000658,S002,P0006,Clothing,SUP-01,2023-11-27,2023-11-30,93,3,False,simulation
PO-SIM-0000659,S002,P0010,Groceries,SUP-04,2023-11-27,2023-12-03,60,6,False,simulation
PO-SIM-0000660,S002,P0016,Clothing,SUP-01,2023-11-27,2023-11-30,68,3,False,simulation
PO-SIM-0000661,S002,P0018,Clothing,SUP-01,2023-11-27,2023-11-30,6,3,False,simulation
PO-SIM-0000662,S002,P0020,Furniture,SUP-03,2023-11-27,2023-12-02,34,5,False,simulation
PO-SIM-0000663,S003,P0001,Toys,SUP-05,2023-11-27,2023-11-30,8,3,False,simulation
PO-SIM-0000664,S003,P0003,Electronics,SUP-02,2023-11-27,2023-12-01,34,4,False,simulation
PO-SIM-0000665,S003,P0006,Toys,SUP-05,2023-11-27,2023-11-30,54,3,False,simulation
PO-SIM-0000666,S003,P0009,Groceries,SUP-04,2023-11-27,2023-12-03,46,6,False,simulation
PO-SIM-0000667,S003,P0010,Groceries,SUP-04,2023-11-27,2023-12-03,73,6,False,simulation
PO-SIM-0000668,S004,P0012,Electronics,SUP-02,2023-11-27,2023-12-01,66,4,False,simulation
PO-SIM-0000669,S004,P0016,Furniture,SUP-03,2023-11-27,2023-12-02,94,5,False,simulation
PO-SIM-0000670,S004,P0019,Clothing,SUP-01,2023-11-27,2023-11-30,24,3,False,simulation
PO-SIM-0000671,S005,P0003,Toys,SUP-05,2023-11-27,2023-11-30,78,3,False,simulation
PO-SIM-0000672,S005,P0008,Groceries,SUP-04,2023-11-27,2023-12-03,76,6,False,simulation
PO-SIM-0000673,S005,P0009,Groceries,SUP-04,2023-11-27,2023-12-03,27,6,False,simulation
PO-SIM-0000674,S005,P0018,Clothing,SUP-01,2023-11-27,2023-11-30,21,3,False,simulation
PO-SIM-0000675,S005,P0019,Furniture,SUP-03,2023-11-27,2023-12-02,54,5,False,simulation
PO-SIM-0000676,S005,P0020,Toys,SUP-05,2023-11-27,2023-11-30,38,3,False,simulation
PO-SIM-0000677,S001,P0004,Electronics,SUP-02,2023-11-28,2023-12-02,63,4,False,simulation
PO-SIM-0000678,S001,P0006,Toys,SUP-05,2023-11-28,2023-12-01,17,3,False,simulation
PO-SIM-0000679,S001,P0008,Electronics,SUP-02,2023-11-28,2023-12-02,21,4,False,simulation
PO-SIM-0000680,S001,P0013,Toys,SUP-05,2023-11-28,2023-12-01,7,3,False,simulation
PO-SIM-0000681,S001,P0017,Toys,SUP-05,2023-11-28,2023-12-01,29,3,False,simulation
PO-SIM-0000682,S001,P0020,Furniture,SUP-03,2023-11-28,2023-12-03,46,5,False,simulation
PO-SIM-0000683,S002,P0010,Groceries,SUP-04,2023-11-28,2023-12-04,59,6,True,simulation
PO-SIM-0000684,S002,P0018,Clothing,SUP-01,2023-11-28,2023-12-01,60,3,False,simulation
PO-SIM-0000685,S003,P0006,Toys,SUP-05,2023-11-28,2023-12-01,58,3,False,simulation
PO-SIM-0000686,S003,P0009,Groceries,SUP-04,2023-11-28,2023-12-04,72,6,False,simulation
PO-SIM-0000687,S003,P0019,Groceries,SUP-04,2023-11-28,2023-12-04,51,6,False,simulation
PO-SIM-0000688,S003,P0020,Clothing,SUP-01,2023-11-28,2023-12-01,22,3,False,simulation
PO-SIM-0000689,S004,P0008,Furniture,SUP-03,2023-11-28,2023-12-03,7,5,False,simulation
PO-SIM-0000690,S004,P0009,Clothing,SUP-01,2023-11-28,2023-12-01,1,3,False,simulation
PO-SIM-0000691,S004,P0012,Electronics,SUP-02,2023-11-28,2023-12-02,26,4,False,simulation
PO-SIM-0000692,S004,P0014,Furniture,SUP-03,2023-11-28,2023-12-03,21,5,False,simulation
PO-SIM-0000693,S004,P0019,Clothing,SUP-01,2023-11-28,2023-12-01,1,3,False,simulation
PO-SIM-0000694,S005,P0001,Groceries,SUP-04,2023-11-28,2023-12-04,60,6,False,simulation
PO-SIM-0000695,S005,P0005,Groceries,SUP-04,2023-11-28,2023-12-04,32,6,False,simulation
PO-SIM-0000696,S005,P0010,Groceries,SUP-04,2023-11-28,2023-12-04,24,6,False,simulation
PO-SIM-0000697,S005,P0013,Groceries,SUP-04,2023-11-28,2023-12-04,61,6,False,simulation
PO-SIM-0000698,S005,P0015,Groceries,SUP-04,2023-11-28,2023-12-04,30,6,False,simulation
PO-SIM-0000699,S005,P0016,Toys,SUP-05,2023-11-28,2023-12-01,28,3,False,simulation
PO-SIM-0000700,S005,P0017,Toys,SUP-05,2023-11-28,2023-12-01,14,3,False,simulation
PO-SIM-0000701,S005,P0020,Toys,SUP-05,2023-11-28,2023-12-01,57,3,False,simulation
PO-SIM-0000702,S001,P0002,Clothing,SUP-01,2023-11-29,2023-12-02,20,3,False,simulation
PO-SIM-0000703,S001,P0015,Toys,SUP-05,2023-11-29,2023-12-02,33,3,False,simulation
PO-SIM-0000704,S002,P0006,Clothing,SUP-01,2023-11-29,2023-12-02,16,3,False,simulation
PO-SIM-0000705,S002,P0010,Groceries,SUP-04,2023-11-29,2023-12-05,25,6,False,simulation
PO-SIM-0000706,S002,P0018,Clothing,SUP-01,2023-11-29,2023-12-02,19,3,False,simulation
PO-SIM-0000707,S003,P0006,Toys,SUP-05,2023-11-29,2023-12-02,22,3,False,simulation
PO-SIM-0000708,S003,P0009,Groceries,SUP-04,2023-11-29,2023-12-05,11,6,False,simulation
PO-SIM-0000709,S003,P0013,Groceries,SUP-04,2023-11-29,2023-12-05,59,6,False,simulation
PO-SIM-0000710,S004,P0008,Furniture,SUP-03,2023-11-29,2023-12-04,66,5,False,simulation
PO-SIM-0000711,S004,P0012,Electronics,SUP-02,2023-11-29,2023-12-03,74,4,False,simulation
PO-SIM-0000712,S004,P0020,Furniture,SUP-03,2023-11-29,2023-12-04,2,5,False,simulation
PO-SIM-0000713,S005,P0002,Electronics,SUP-02,2023-11-29,2023-12-03,38,4,False,simulation
PO-SIM-0000714,S005,P0006,Groceries,SUP-04,2023-11-29,2023-12-05,97,6,False,simulation
PO-SIM-0000715,S005,P0008,Groceries,SUP-04,2023-11-29,2023-12-05,28,6,False,simulation
PO-SIM-0000716,S005,P0014,Furniture,SUP-03,2023-11-29,2023-12-04,27,5,False,simulation
PO-SIM-0000717,S005,P0017,Toys,SUP-05,2023-11-29,2023-12-02,42,3,False,simulation
PO-SIM-0000718,S005,P0020,Toys,SUP-05,2023-11-29,2023-12-02,46,3,False,simulation
PO-SIM-0000719,S001,P0002,Clothing,SUP-01,2023-11-30,2023-12-03,65,3,False,simulation
PO-SIM-0000720,S001,P0008,Electronics,SUP-02,2023-11-30,2023-12-04,79,4,False,simulation
PO-SIM-0000721,S001,P0017,Toys,SUP-05,2023-11-30,2023-12-03,34,3,False,simulation
PO-SIM-0000722,S001,P0018,Groceries,SUP-04,2023-11-30,2023-12-06,3,6,False,simulation
PO-SIM-0000723,S002,P0006,Clothing,SUP-01,2023-11-30,2023-12-03,32,3,False,simulation
PO-SIM-0000724,S002,P0008,Groceries,SUP-04,2023-11-30,2023-12-06,17,6,False,simulation
PO-SIM-0000725,S002,P0010,Groceries,SUP-04,2023-11-30,2023-12-06,65,6,False,simulation
PO-SIM-0000726,S002,P0018,Clothing,SUP-01,2023-11-30,2023-12-03,38,3,False,simulation
PO-SIM-0000727,S003,P0001,Toys,SUP-05,2023-11-30,2023-12-03,4,3,False,simulation
PO-SIM-0000728,S003,P0006,Toys,SUP-05,2023-11-30,2023-12-03,33,3,False,simulation
PO-SIM-0000729,S003,P0010,Groceries,SUP-04,2023-11-30,2023-12-06,42,6,False,simulation
PO-SIM-0000730,S003,P0011,Electronics,SUP-02,2023-11-30,2023-12-04,52,4,False,simulation
PO-SIM-0000731,S003,P0013,Groceries,SUP-04,2023-11-30,2023-12-06,133,6,False,simulation
PO-SIM-0000732,S003,P0019,Groceries,SUP-04,2023-11-30,2023-12-06,33,6,False,simulation
PO-SIM-0000733,S004,P0002,Groceries,SUP-04,2023-11-30,2023-12-06,26,6,False,simulation
PO-SIM-0000734,S004,P0010,Groceries,SUP-04,2023-11-30,2023-12-06,43,6,False,simulation
PO-SIM-0000735,S004,P0012,Electronics,SUP-02,2023-11-30,2023-12-04,10,4,False,simulation
PO-SIM-0000736,S004,P0018,Furniture,SUP-03,2023-11-30,2023-12-05,14,5,False,simulation
PO-SIM-0000737,S005,P0006,Groceries,SUP-04,2023-11-30,2023-12-06,160,6,False,simulation
PO-SIM-0000738,S005,P0017,Toys,SUP-05,2023-11-30,2023-12-03,38,3,False,simulation
PO-SIM-0000739,S005,P0018,Clothing,SUP-01,2023-11-30,2023-12-03,94,3,False,simulation
PO-SIM-0000740,S005,P0020,Toys,SUP-05,2023-11-30,2023-12-03,39,3,False,simulation
PO-SIM-0000741,S001,P0002,Clothing,SUP-01,2023-12-01,2023-12-04,3,3,True,simulation
PO-SIM-0000742,S001,P0008,Electronics,SUP-02,2023-12-01,2023-12-05,11,4,False,simulation
PO-SIM-0000743,S001,P0013,Toys,SUP-05,2023-12-01,2023-12-04,95,3,False,simulation
PO-SIM-0000744,S001,P0015,Toys,SUP-05,2023-12-01,2023-12-04,4,3,True,simulation
PO-SIM-0000745,S001,P0018,Groceries,SUP-04,2023-12-01,2023-12-07,76,6,False,simulation
PO-SIM-0000746,S002,P0001,Groceries,SUP-04,2023-12-01,2023-12-07,17,6,False,simulation
PO-SIM-0000747,S002,P0006,Clothing,SUP-01,2023-12-01,2023-12-04,49,3,False,simulation
PO-SIM-0000748,S002,P0009,Groceries,SUP-04,2023-12-01,2023-12-07,6,6,False,simulation
PO-SIM-0000749,S002,P0010,Groceries,SUP-04,2023-12-01,2023-12-07,48,6,False,simulation
PO-SIM-0000750,S002,P0011,Groceries,SUP-04,2023-12-01,2023-12-07,18,6,False,simulation
PO-SIM-0000751,S002,P0016,Clothing,SUP-01,2023-12-01,2023-12-04,40,3,False,simulation
PO-SIM-0000752,S002,P0018,Clothing,SUP-01,2023-12-01,2023-12-04,25,3,False,simulation
PO-SIM-0000753,S003,P0001,Toys,SUP-05,2023-12-01,2023-12-04,148,3,False,simulation
PO-SIM-0000754,S003,P0003,Electronics,SUP-02,2023-12-01,2023-12-05,101,4,False,simulation
PO-SIM-0000755,S003,P0006,Toys,SUP-05,2023-12-01,2023-12-04,34,3,False,simulation
PO-SIM-0000756,S003,P0009,Groceries,SUP-04,2023-12-01,2023-12-07,94,6,False,simulation
PO-SIM-0000757,S003,P0010,Groceries,SUP-04,2023-12-01,2023-12-07,32,6,False,simulation
PO-SIM-0000758,S003,P0019,Groceries,SUP-04,2023-12-01,2023-12-07,50,6,False,simulation
PO-SIM-0000759,S004,P0005,Clothing,SUP-01,2023-12-01,2023-12-04,39,3,False,simulation
PO-SIM-0000760,S004,P0008,Furniture,SUP-03,2023-12-01,2023-12-06,22,5,False,simulation
PO-SIM-0000761,S004,P0010,Groceries,SUP-04,2023-12-01,2023-12-07,125,6,False,simulation
PO-SIM-0000762,S004,P0017,Clothing,SUP-01,2023-12-01,2023-12-04,23,3,False,simulation
PO-SIM-0000763,S004,P0020,Furniture,SUP-03,2023-12-01,2023-12-06,14,5,False,simulation
PO-SIM-0000764,S005,P0001,Groceries,SUP-04,2023-12-01,2023-12-07,43,6,False,simulation
PO-SIM-0000765,S005,P0003,Toys,SUP-05,2023-12-01,2023-12-04,40,3,False,simulation
PO-SIM-0000766,S005,P0004,Groceries,SUP-04,2023-12-01,2023-12-07,29,6,True,simulation
PO-SIM-0000767,S005,P0008,Groceries,SUP-04,2023-12-01,2023-12-07,93,6,False,simulation
PO-SIM-0000768,S005,P0009,Groceries,SUP-04,2023-12-01,2023-12-07,158,6,False,simulation
PO-SIM-0000769,S005,P0013,Groceries,SUP-04,2023-12-01,2023-12-07,142,6,False,simulation
PO-SIM-0000770,S005,P0017,Toys,SUP-05,2023-12-01,2023-12-04,34,3,False,simulation
PO-SIM-0000771,S005,P0018,Clothing,SUP-01,2023-12-01,2023-12-04,77,3,False,simulation
PO-SIM-0000772,S005,P0020,Toys,SUP-05,2023-12-01,2023-12-04,30,3,False,simulation
PO-SIM-0000773,S001,P0008,Electronics,SUP-02,2023-12-02,2023-12-06,56,4,False,simulation
PO-SIM-0000774,S001,P0009,Clothing,SUP-01,2023-12-02,2023-12-05,13,3,False,simulation
PO-SIM-0000775,S001,P0011,Furniture,SUP-03,2023-12-02,2023-12-07,28,5,True,simulation
PO-SIM-0000776,S001,P0013,Toys,SUP-05,2023-12-02,2023-12-05,106,3,False,simulation
PO-SIM-0000777,S001,P0015,Toys,SUP-05,2023-12-02,2023-12-05,22,3,False,simulation
PO-SIM-0000778,S001,P0017,Toys,SUP-05,2023-12-02,2023-12-05,20,3,False,simulation
PO-SIM-0000779,S001,P0018,Groceries,SUP-04,2023-12-02,2023-12-08,32,6,False,simulation
PO-SIM-0000780,S001,P0019,Furniture,SUP-03,2023-12-02,2023-12-07,10,5,False,simulation
PO-SIM-0000781,S002,P0006,Clothing,SUP-01,2023-12-02,2023-12-05,39,3,False,simulation
PO-SIM-0000782,S002,P0008,Groceries,SUP-04,2023-12-02,2023-12-08,68,6,False,simulation
PO-SIM-0000783,S002,P0009,Groceries,SUP-04,2023-12-02,2023-12-08,115,6,False,simulation
PO-SIM-0000784,S002,P0010,Groceries,SUP-04,2023-12-02,2023-12-08,59,6,False,simulation
PO-SIM-0000785,S002,P0018,Clothing,SUP-01,2023-12-02,2023-12-05,59,3,False,simulation
PO-SIM-0000786,S003,P0003,Electronics,SUP-02,2023-12-02,2023-12-06,68,4,False,simulation
PO-SIM-0000787,S003,P0006,Toys,SUP-05,2023-12-02,2023-12-05,15,3,False,simulation
PO-SIM-0000788,S003,P0008,Clothing,SUP-01,2023-12-02,2023-12-05,10,3,False,simulation
PO-SIM-0000789,S003,P0009,Groceries,SUP-04,2023-12-02,2023-12-08,46,6,False,simulation
